price actual (EUR/MWh)
65.4
81.89
48.09
85.73
76.63
63.83
29.8
20.34
46.38
81.72
42.2
68.6
45.49
82.11
38.44
69.57
48.02
52.35
52.67
55.48
74.93
50.13
64.89
50.11
39.02
36.52
41.94
75.1
87.21
72.93
74.0
51.83
73.61
53.91
49.31
28.27
38.5
50.21
57.8
65.9
41.97
41.35
51.97
54.16
50.58
77.29
26.54
53.73
57.04
49.31
56.99
34.68
72.92
79.82
71.4
40.9
42.83
54.49
63.19
70.64
67.62
65.58
48.78
58.25
67.96
61.17
71.45
79.88
73.38
60.1
43.47
71.88
80.51
64.71
41.16
65.82
55.46
50.85
46.57
59.16
64.05
43.4
56.32
60.22
57.11
54.13
25.2
17.73
49.43
22.91
55.28
47.77
76.68
75.24
61.31
55.89
73.07
71.08
86.47
18.95
72.02
59.92
50.27
83.44
48.84
55.32
59.0
21.91
58.48
46.32
29.52
69.48
49.23
65.59
45.52
46.4
50.15
74.74
64.7
74.27
58.66
53.79
43.73
50.88
58.59
47.35
55.57
75.83
69.85
59.3
47.01
47.69
45.39
49.51
49.04
65.86
51.18
40.99
51.92
53.16
64.25
65.88
61.89
43.0
77.13
36.69
45.64
67.76
75.02
52.83
67.09
49.02
43.02
61.82
62.92
47.75
73.01
58.74
39.64
43.75
47.3
66.87
67.38
60.02
57.12
23.52
48.32
47.17
58.37
54.36
53.43
71.15
53.84
63.98
68.02
50.42
77.64
60.8
66.84
41.01
57.99
19.21
50.95
69.01
60.77
91.63
59.09
39.93
73.26
69.74
49.55
60.48
68.06
60.25
57.54
38.01
50.18
83.3
49.95
69.31
64.26
57.24
54.69
48.89
58.46
21.97
46.49
73.05
69.08
66.81
64.21
69.46
32.25
65.24
70.79
85.63
42.12
49.69
77.37
41.39
53.17
52.37
61.58
41.3
53.4
62.07
65.21
69.93
53.84
59.79
68.54
43.91
45.15
73.68
67.71
67.26
60.86
28.82
43.6
52.91
54.7
56.16
68.62
49.98
75.45
62.85
84.66
50.36
70.72
50.77
32.45
51.89
55.71
73.44
70.34
45.61
62.41
63.01
54.06
57.35
76.35
65.03
52.98
64.63
65.19
62.06
60.56
62.74
35.0
46.99
48.56
69.88
84.23
70.7
59.31
65.13
41.12
60.81
69.12
25.94
50.71
52.36
47.66
58.17
64.11
52.68
72.14
77.19
54.09
67.7
77.91
26.46
64.17
30.4
53.21
59.28
22.98
74.3
46.62
63.81
15.77
52.1
69.36
52.69
73.53
58.57
49.57
53.38
29.34
39.16
37.26
57.61
43.03
35.14
25.82
102.64
37.29
42.41
69.13
22.21
63.87
44.02
58.28
55.35
57.9
44.74
49.0
58.68
66.9
46.04
63.83
53.85
56.28
61.46
58.57
49.23
47.94
37.29
58.46
48.39
27.44
68.41
56.83
64.28
71.73
50.65
37.22
71.4
46.86
52.26
85.48
72.09
67.97
47.36
54.76
44.6
68.17
50.7
51.41
68.14
22.3
40.96
65.91
71.19
43.99
75.47
57.59
70.68
69.01
83.44
58.02
49.7
53.9
60.15
62.87
57.28
53.04
58.55
53.27
57.3
50.97
70.32
81.04
78.01
50.83
54.67
43.79
49.05
70.94
72.72
26.73
77.52
69.74
45.45
40.58
64.58
41.38
58.4
66.15
56.43
71.36
73.59
58.92
70.68
46.6
17.91
53.32
44.06
48.46
57.62
39.7
56.16
52.28
66.5
74.58
61.2
57.2
45.32
68.75
51.88
56.9
65.26
66.34
49.46
49.97
45.56
48.07
75.8
65.23
47.3
48.08
80.02
59.21
60.31
84.28
54.5
48.38
79.36
50.37
100.29
61.73
38.04
49.73
64.79
69.09
78.15
50.27
46.82
72.99
53.66
67.53
52.77
53.8
49.7
64.23
58.58
84.49
68.59
54.82
62.54
32.61
68.0
42.78
38.61
51.61
66.03
71.91
57.57
59.46
71.51
53.95
61.29
69.02
75.81
80.78
49.37
53.98
57.56
56.71
56.8
58.62
68.58
76.08
53.57
55.72
74.38
68.43
70.62
77.99
52.31
58.55
52.16
71.01
69.04
77.59
55.93
54.47
30.72
58.17
46.17
50.12
68.63
60.09
29.89
72.38
47.55
53.25
45.23
77.93
67.97
50.45
65.98
26.74
75.16
65.67
85.77
85.06
49.02
72.08
61.69
56.37
45.04
67.05
36.45
91.91
78.32
54.18
35.75
21.12
72.44
54.38
70.11
72.8
53.76
38.89
55.36
71.72
35.82
60.59
62.65
61.57
61.53
45.63
32.56
42.4
95.7
68.14
65.51
55.68
72.02
59.17
62.22
48.92
56.07
48.98
51.88
49.95
56.24
42.79
36.39
53.11
56.14
44.4
53.79
41.29
78.6
56.04
55.72
59.51
72.92
48.68
59.65
85.67
67.67
59.77
53.34
68.15
25.02
79.12
47.55
75.24
83.96
49.77
51.64
54.38
61.56
47.36
62.06
43.06
59.07
49.0
67.2
49.93
71.52
49.28
57.56
50.07
57.11
66.08
46.65
63.49
45.69
56.87
16.08
58.67
50.37
57.24
61.11
44.85
88.09
43.64
89.51
44.4
56.05
31.94
42.8
61.44
64.58
67.44
62.69
49.64
37.66
64.01
71.09
53.12
40.85
46.06
40.01
42.43
65.06
80.95
67.15
41.9
61.5
67.36
49.43
52.66
66.69
78.87
46.0
58.58
75.81
47.5
50.38
73.11
75.4
65.71
49.83
42.94
60.03
60.77
52.55
75.36
75.98
83.6
48.42
45.88
56.19
52.86
59.42
43.18
19.07
54.04
60.76
68.33
63.71
48.51
57.13
54.79
43.42
46.51
63.52
33.92
54.69
50.04
54.49
76.22
39.78
21.07
42.36
44.6
47.54
34.63
72.4
59.43
81.65
66.62
44.76
54.32
42.54
80.3
58.23
56.57
68.49
63.5
64.07
65.64
70.64
64.5
66.31
59.05
72.64
39.26
67.88
65.02
72.19
47.85
57.81
76.48
62.67
77.71
61.8
84.94
53.7
61.33
61.51
101.52
52.73
46.02
63.53
55.45
56.85
63.36
61.49
56.22
26.01
56.13
85.0
18.72
55.92
84.47
47.01
71.24
66.91
50.67
76.74
48.34
42.49
42.62
74.99
46.03
35.0
72.72
57.46
44.18
82.73
71.37
68.17
53.71
53.27
68.79
78.67
70.74
35.9
57.07
55.48
36.9
55.61
52.54
65.5
58.75
52.21
48.25
23.57
67.37
43.67
69.66
75.81
47.29
55.78
44.17
41.93
53.89
56.26
46.77
46.81
36.88
31.52
64.27
55.01
72.25
58.87
51.86
62.18
72.35
57.67
64.44
82.83
66.15
61.68
25.19
54.73
74.96
71.89
44.03
46.94
27.3
81.26
68.19
50.36
74.16
68.28
41.1
72.65
31.09
80.92
63.07
46.56
52.89
71.71
35.62
51.62
72.75
55.37
40.54
74.51
22.97
42.09
56.14
56.74
76.11
82.21
58.34
98.95
79.85
48.42
92.0
51.12
70.61
67.24
77.75
58.47
60.43
26.13
76.21
51.37
70.83
43.96
61.57
71.48
71.48
38.42
55.29
49.92
52.26
61.81
48.29
82.35
86.42
59.94
47.68
37.96
53.46
66.26
48.05
49.54
59.05
54.95
68.59
52.82
42.86
58.4
61.43
48.32
48.43
68.31
68.7
53.36
57.09
77.73
75.15
45.27
77.98
53.53
55.66
47.2
50.03
66.65
77.13
42.52
83.49
74.36
51.13
56.98
50.55
71.48
49.08
57.72
73.08
45.93
55.89
18.39
47.0
50.91
87.28
61.06
64.45
71.83
56.28
74.24
48.54
84.63
47.78
43.25
58.25
70.31
42.81
63.65
27.0
62.83
49.68
61.96
40.53
61.0
76.79
67.08
78.48
70.55
68.45
78.94
71.91
55.09
47.89
62.34
44.71
47.87
69.63
51.62
68.45
22.48
37.26
74.16
13.99
35.5
60.8
58.71
64.81
60.13
12.83
52.44
78.55
61.18
85.8
65.98
65.05
37.94
53.61
76.75
81.58
57.2
25.37
66.54
71.32
69.3
59.82
65.66
65.93
67.8
58.84
65.22
59.78
81.96
41.95
64.31
54.6
49.53
44.87
74.07
55.68
56.46
54.14
61.11
77.52
56.44
57.53
68.52
54.64
42.73
40.44
51.65
69.83
74.81
76.95
46.45
50.51
71.04
50.64
74.81
65.69
18.52
56.79
45.77
55.65
72.94
51.87
56.24
58.8
31.76
72.86
75.5
50.68
16.61
69.78
15.8
38.83
60.19
64.6
37.09
49.32
45.84
69.21
74.54
56.1
55.28
46.01
63.46
42.59
43.34
69.49
55.97
51.79
48.57
48.79
47.3
16.18
52.93
56.34
37.88
51.24
62.77
46.72
60.51
72.19
59.65
69.25
62.37
70.67
54.44
60.23
60.49
45.13
67.11
18.68
45.35
53.83
67.34
58.35
66.84
63.77
62.42
74.18
64.01
70.04
52.16
45.36
63.47
22.47
55.33
71.14
36.08
71.42
43.97
78.92
51.52
78.73
67.17
65.92
53.05
62.55
36.05
70.32
65.15
68.82
47.17
73.28
59.44
61.39
53.22
57.27
50.04
57.66
49.24
81.32
63.79
17.69
74.13
58.61
71.31
74.04
48.13
12.4
64.13
44.05
29.96
80.99
55.36
53.37
53.43
69.94
63.8
58.44
56.54
49.66
69.1
52.7
63.76
53.27
79.63
60.96
47.69
79.18
60.36
81.2
58.0
72.55
62.35
50.93
69.02
67.62
59.23
59.33
57.84
53.88
28.88
89.99
69.6
52.53
53.79
58.03
53.01
54.5
64.9
68.69
64.37
56.76
26.3
72.08
69.48
59.04
45.43
36.32
59.15
55.72
64.83
71.04
71.21
18.79
58.83
53.18
48.78
37.72
49.47
48.37
48.69
60.47
61.12
86.77
65.43
57.73
67.46
52.61
56.14
53.81
60.28
67.5
66.94
64.84
76.22
82.82
75.26
56.63
48.4
61.16
46.5
39.55
52.91
41.89
48.57
39.36
54.84
69.13
52.52
59.32
21.81
55.13
71.03
60.14
47.99
51.02
73.12
59.39
50.99
51.97
47.65
64.86
63.02
48.51
48.94
67.7
48.2
85.9
67.49
41.1
45.93
61.94
41.03
86.95
45.86
58.2
56.51
56.89
64.43
52.65
66.48
56.71
48.15
68.01
21.96
79.33
71.69
72.11
45.78
47.58
56.99
60.97
59.11
65.56
55.11
59.77
52.32
71.4
44.61
65.3
34.38
77.82
61.52
41.68
57.57
52.19
50.14
86.76
54.79
40.7
55.52
13.84
82.74
69.34
60.82
47.54
64.06
83.34
41.48
56.41
68.6
50.64
61.14
34.87
30.96
53.67
77.3
68.82
64.99
45.32
36.46
64.45
58.63
30.32
48.52
61.94
61.47
40.2
45.69
81.12
52.34
37.25
56.66
48.26
59.14
68.9
68.26
72.22
57.63
58.5
66.07
72.29
55.53
45.8
34.87
43.54
49.2
69.89
42.22
70.55
67.97
68.92
49.69
68.6
57.93
54.23
60.57
41.4
55.43
74.6
56.2
62.76
50.31
32.3
60.28
73.02
39.5
45.5
34.03
60.18
60.78
54.27
44.1
65.14
62.14
74.92
59.2
63.67
41.84
46.96
62.55
22.51
46.04
75.39
56.43
74.95
41.87
65.42
79.78
47.65
57.3
72.24
20.66
70.17
50.69
40.67
50.6
41.48
29.81
46.82
56.34
42.23
61.18
43.5
61.13
61.65
84.82
66.52
36.83
43.01
62.82
56.17
50.12
67.99
64.96
61.23
41.2
60.7
76.84
66.36
73.8
47.97
27.25
54.25
58.66
89.11
53.46
59.32
63.04
48.13
67.83
43.03
45.41
52.76
47.07
54.0
53.13
47.39
64.64
64.13
73.0
67.31
66.42
30.25
65.07
39.48
61.68
43.08
77.61
64.81
57.9
56.03
60.59
66.5
76.29
47.84
66.33
71.66
57.17
54.05
69.3
75.28
79.77
31.04
57.43
50.92
60.65
39.89
64.47
34.9
66.72
61.46
47.77
86.79
86.58
40.78
79.49
69.24
55.74
63.52
60.99
72.25
64.28
77.03
60.42
23.69
69.58
76.49
68.63
51.77
69.33
81.59
50.28
54.19
70.03
40.74
74.52
71.77
57.22
74.48
63.07
52.54
74.78
42.08
78.56
50.98
56.91
75.86
44.62
54.81
18.83
55.22
72.85
64.66
72.35
57.64
55.39
37.89
81.13
65.83
56.16
64.23
68.75
62.76
49.47
60.24
69.49
45.48
19.43
50.5
53.03
52.09
77.27
51.89
97.58
68.78
61.36
62.18
83.44
37.74
65.16
39.17
62.54
79.08
50.39
66.05
28.01
19.14
72.9
66.72
46.44
66.24
40.7
48.44
50.82
46.79
57.9
64.83
62.94
53.61
62.73
63.8
55.45
78.2
55.13
48.58
72.04
58.8
67.08
72.3
57.98
59.35
69.04
70.09
72.45
54.77
58.75
57.69
56.32
39.03
48.53
60.28
55.84
60.07
64.89
19.92
72.76
54.01
61.75
78.37
71.13
46.31
30.97
33.52
74.95
67.74
42.15
88.36
45.03
49.68
59.07
54.87
58.99
15.38
68.23
69.62
60.23
55.29
70.97
74.94
40.62
82.07
59.36
56.89
53.95
45.82
45.59
67.38
61.57
60.13
74.5
61.94
65.37
73.97
56.1
58.33
26.95
48.79
48.64
64.3
41.95
58.43
50.21
72.88
64.63
49.95
55.46
52.34
59.09
61.51
67.93
46.62
50.88
66.45
75.67
49.96
54.52
52.93
66.35
54.12
55.17
62.83
56.58
82.59
65.01
60.65
75.39
43.62
73.96
20.67
40.19
73.23
37.45
19.04
40.74
49.73
58.72
56.23
45.7
28.55
67.77
47.6
41.49
60.44
47.07
80.36
46.56
48.98
73.76
59.85
73.93
58.96
63.39
55.52
76.39
51.75
69.96
48.99
69.2
55.81
76.79
54.88
63.28
36.03
49.56
51.65
72.47
68.47
45.51
70.98
58.42
51.33
70.84
77.87
38.02
32.2
48.27
64.44
43.56
42.84
58.46
49.64
57.66
51.52
52.31
50.54
83.73
46.07
61.29
62.01
48.84
76.96
54.73
49.47
72.47
17.64
58.45
57.25
69.92
81.93
67.63
46.55
52.69
65.25
55.63
47.08
27.97
62.68
67.33
60.91
34.97
40.66
42.79
63.9
52.85
77.3
61.62
56.33
71.78
56.92
47.29
52.03
83.08
71.27
54.98
55.55
68.23
20.97
46.65
36.0
17.38
46.35
69.26
53.78
51.66
35.75
71.91
52.11
52.07
48.31
71.31
41.16
67.89
65.67
56.7
70.25
61.22
45.02
36.49
25.57
46.79
61.99
61.53
18.69
48.74
60.74
59.73
70.84
69.79
56.37
40.05
69.0
71.03
65.8
55.9
44.38
48.56
55.68
60.19
17.02
60.7
54.32
75.57
56.63
52.09
47.27
74.59
58.82
71.81
52.85
56.62
55.15
39.74
66.52
16.52
56.1
52.37
58.48
81.23
49.57
70.06
56.6
32.29
69.7
57.44
41.83
66.11
105.48
42.71
72.93
59.27
66.87
54.98
23.58
48.09
76.0
22.73
74.96
82.0
70.63
66.43
57.69
31.3
72.69
59.24
66.97
34.51
40.13
54.64
65.06
61.94
54.99
72.04
68.48
24.25
26.89
45.93
65.19
43.7
63.56
41.46
60.13
42.87
51.28
59.85
27.15
81.28
51.37
59.35
61.97
57.54
76.37
62.06
57.39
53.47
40.97
43.17
63.93
46.23
58.45
68.22
67.95
61.96
28.35
39.2
64.76
67.64
45.59
54.38
45.77
75.78
57.12
55.23
70.08
69.82
60.0
71.49
61.68
75.03
78.02
27.66
66.44
52.73
51.55
41.56
70.31
54.11
60.86
68.43
52.12
50.66
31.18
52.45
74.72
58.35
38.71
38.25
66.24
74.26
64.64
67.09
31.51
64.7
30.66
70.38
55.0
82.85
63.85
49.68
73.98
61.16
51.13
61.78
42.99
45.73
46.28
64.85
45.5
29.15
60.59
51.71
55.49
44.13
46.05
42.18
54.87
35.12
15.05
57.94
52.82
57.64
56.47
56.12
67.37
44.28
58.55
75.79
67.86
62.46
54.16
78.44
47.3
67.85
73.69
75.86
52.01
57.16
60.6
73.88
75.53
18.19
51.32
48.26
66.89
25.47
61.37
83.72
56.06
49.84
48.36
33.06
65.59
45.44
41.17
64.88
44.86
45.18
64.21
52.39
55.69
83.08
49.88
87.96
79.47
52.66
56.78
65.03
45.36
68.9
58.98
44.11
39.65
78.29
18.37
61.12
43.94
39.71
40.19
40.42
52.35
87.14
75.91
