generation biomass (MW),generation fossil brown coal/lignite (MW),generation fossil gas (MW),generation fossil hard coal (MW),generation fossil oil (MW),generation hydro run-of-river and poundage (MW),generation hydro water reservoir (MW),generation nuclear (MW),generation other (MW),generation other renewable (MW),generation solar (MW),generation waste (MW),generation wind onshore (MW),forecast solar day ahead (MW),forecast wind onshore day ahead (MW),total load forecast (MW),total load actual (MW),price day ahead (EUR/MWh),total production (MW),year,month,hour,price for the previous hour (EUR/MWh),day
503.0,919.0,5574.0,7496.0,388.0,600.0,1279.0,6848.0,85.0,72.0,3761.0,251.0,4407.0,3491.0,4362.0,32555.0,32888.0,62.52,32183.0,2015,2,17,68.98,9
402.0,0.0,3251.0,1180.0,129.0,1488.0,3899.0,6185.0,84.0,57.0,63.0,166.0,10860.0,3.0,10919.0,23362.0,23815.0,5.0,27764.0,2015,5,3,45.7,3
336.0,418.0,4590.0,2066.0,297.0,515.0,1162.0,6824.0,54.0,96.0,4513.0,309.0,3801.0,4595.0,3808.0,25478.0,25505.0,43.4,24981.0,2017,9,16,53.95,16
379.0,888.0,11886.0,6428.0,292.0,980.0,1900.0,5035.0,58.0,97.0,436.0,248.0,2126.0,358.0,2151.0,32770.0,32502.0,65.0,30753.0,2016,11,16,70.47,22
352.0,260.0,6164.0,2321.0,311.0,1667.0,8224.0,5087.0,14.0,96.0,470.0,239.0,1414.0,666.0,1468.0,30154.0,30767.0,41.01,26619.0,2016,5,21,47.83,25
395.0,672.0,4454.0,4271.0,237.0,626.0,921.0,6990.0,59.0,103.0,148.0,325.0,1822.0,37.0,1977.0,21727.0,21572.0,69.93,21023.0,2018,9,4,75.29,23
370.0,760.0,8435.0,6107.0,285.0,854.0,2897.0,6991.0,13.0,105.0,1171.0,280.0,3263.0,1382.0,3970.0,32463.0,32146.0,75.57,31531.0,2018,6,9,63.09,9
347.0,0.0,4643.0,4001.0,225.0,909.0,1609.0,6978.0,49.0,86.0,1096.0,261.0,2587.0,1272.0,2625.0,24997.0,25141.0,35.92,22791.0,2016,2,8,16.13,7
347.0,0.0,3985.0,2838.0,229.0,614.0,701.0,7055.0,57.0,101.0,20.0,314.0,6998.0,36.0,7375.0,22559.0,22347.0,53.01,23259.0,2018,10,2,61.06,20
374.0,0.0,2864.0,1256.0,326.0,942.0,2446.0,6074.0,89.0,66.0,231.0,198.0,14019.0,204.0,14101.0,23301.0,24744.0,17.22,28885.0,2016,6,17,45.58,1
289.0,748.0,9045.0,7413.0,332.0,727.0,918.0,6012.0,53.0,93.0,248.0,329.0,3423.0,428.0,3287.0,30546.0,30641.0,52.15,29630.0,2017,6,7,52.64,20
269.0,509.0,8961.0,4809.0,337.0,728.0,2177.0,6044.0,64.0,97.0,367.0,302.0,6864.0,644.0,6915.0,32481.0,32980.0,67.89,31528.0,2018,10,16,72.85,30
361.0,564.0,5974.0,4492.0,270.0,1027.0,859.0,6050.0,57.0,95.0,30.0,277.0,2039.0,17.0,2022.0,23724.0,23519.0,56.7,22095.0,2018,11,4,51.56,12
534.0,957.0,4999.0,6364.0,294.0,590.0,606.0,6108.0,90.0,66.0,701.0,278.0,3973.0,610.0,4036.0,23649.0,23654.0,47.85,25560.0,2015,7,4,56.81,13
345.0,946.0,10902.0,4916.0,322.0,435.0,1307.0,5969.0,55.0,98.0,4297.0,306.0,1997.0,4149.0,1984.0,32699.0,32763.0,59.8,31895.0,2017,5,11,59.31,10
434.0,0.0,2959.0,1016.0,282.0,1335.0,3236.0,7111.0,91.0,63.0,5478.0,206.0,5813.0,5514.0,5830.0,27768.0,27030.0,22.9,28024.0,2016,3,13,31.12,13
557.0,836.0,5420.0,7493.0,338.0,666.0,1692.0,6606.0,85.0,66.0,4698.0,267.0,2463.0,4687.0,2411.0,30509.0,29985.0,64.18,31187.0,2015,8,15,76.98,17
378.0,720.0,11137.0,5935.0,278.0,1398.0,4344.0,5067.0,64.0,88.0,753.0,303.0,2407.0,737.0,2545.0,32690.0,32618.0,69.62,32872.0,2018,12,9,75.29,11
220.0,0.0,3060.0,1075.0,231.0,1643.0,7688.0,7095.0,53.0,72.0,1821.0,265.0,4746.0,1837.0,4948.0,27748.0,27675.0,20.5,27969.0,2016,9,9,45.51,4
381.0,0.0,2655.0,1141.0,235.0,1225.0,3970.0,3737.0,91.0,61.0,13.0,140.0,13710.0,15.0,13704.0,25184.0,24983.0,5.1,27359.0,2016,2,7,15.45,13
543.0,289.0,4252.0,5914.0,275.0,621.0,1222.0,6702.0,83.0,62.0,2618.0,251.0,5016.0,2967.0,4860.0,27111.0,25779.0,45.11,27848.0,2015,9,16,69.95,8
278.0,0.0,3334.0,1054.0,191.0,1013.0,612.0,7069.0,51.0,77.0,9.0,238.0,6172.0,4.0,6376.0,19179.0,18688.0,2.06,20098.0,2018,1,5,18.83,1
433.0,0.0,3372.0,1354.0,272.0,1484.0,5230.0,7109.0,93.0,68.0,631.0,211.0,7476.0,509.0,7498.0,30600.0,30660.0,30.69,27733.0,2016,3,22,43.77,13
562.0,369.0,3914.0,4375.0,333.0,606.0,938.0,5038.0,51.0,65.0,16.0,270.0,5916.0,3.0,5858.0,23188.0,23128.0,39.53,22453.0,2015,5,1,65.34,11
375.0,581.0,9964.0,6551.0,316.0,882.0,1791.0,5152.0,60.0,82.0,5001.0,287.0,3134.0,5141.0,3204.0,36919.0,36730.0,55.89,34176.0,2017,6,13,64.49,26
248.0,0.0,3692.0,1381.0,319.0,1772.0,3341.0,6032.0,23.0,92.0,3885.0,261.0,14124.0,3708.0,13229.0,31274.0,31605.0,27.92,35170.0,2018,4,15,37.74,4
340.0,443.0,4469.0,3765.0,216.0,329.0,526.0,5918.0,51.0,88.0,154.0,311.0,7533.0,12.0,7774.0,24281.0,24496.0,42.0,24143.0,2017,10,6,38.77,16
436.0,313.0,5124.0,4342.0,323.0,1494.0,6073.0,7108.0,94.0,74.0,3557.0,203.0,1877.0,3166.0,1894.0,32546.0,32461.0,38.9,31018.0,2016,3,16,45.59,14
343.0,415.0,7122.0,5758.0,297.0,1650.0,4151.0,4058.0,62.0,98.0,2092.0,258.0,851.0,2452.0,1531.0,29977.0,30297.0,64.63,27155.0,2018,5,9,70.02,31
315.0,906.0,9682.0,3973.0,343.0,456.0,1898.0,5954.0,56.0,110.0,419.0,290.0,3679.0,353.0,3707.0,29561.0,29432.0,59.69,28081.0,2017,2,22,75.7,10
418.0,322.0,7522.0,4828.0,322.0,1427.0,7834.0,7105.0,92.0,73.0,883.0,202.0,798.0,1284.0,810.0,35276.0,35461.0,47.69,31826.0,2016,3,9,54.85,15
368.0,438.0,5447.0,3641.0,332.0,510.0,856.0,7027.0,59.0,96.0,344.0,322.0,10073.0,364.0,10546.0,29263.0,29129.0,64.91,29513.0,2018,1,22,65.99,10
327.0,0.0,4457.0,2310.0,309.0,1535.0,4602.0,6077.0,13.0,95.0,5182.0,256.0,3817.0,5368.0,3758.0,31596.0,31355.0,38.89,28980.0,2016,5,13,45.82,31
370.0,0.0,4160.0,3116.0,227.0,951.0,1188.0,5038.0,56.0,95.0,19.0,296.0,8833.0,8.0,8164.0,22576.0,22617.0,46.65,24349.0,2018,2,7,52.05,12
324.0,503.0,4478.0,4672.0,277.0,737.0,680.0,7009.0,51.0,72.0,743.0,320.0,6748.0,604.0,6654.0,27053.0,26835.0,37.0,26614.0,2016,7,1,47.18,19
359.0,417.0,5385.0,5195.0,313.0,457.0,244.0,5028.0,48.0,85.0,33.0,222.0,7389.0,12.0,7312.0,23201.0,23454.0,48.06,25175.0,2017,9,3,43.95,11
351.0,383.0,6998.0,3866.0,326.0,930.0,1110.0,6945.0,67.0,101.0,3090.0,305.0,5176.0,2837.0,5252.0,32355.0,32089.0,62.18,29648.0,2018,8,19,69.87,13
403.0,278.0,5567.0,3698.0,310.0,447.0,502.0,6837.0,56.0,91.0,61.0,328.0,4429.0,185.0,4020.0,24732.0,24721.0,51.19,23007.0,2017,8,3,55.89,26
333.0,523.0,4044.0,4061.0,199.0,415.0,781.0,6716.0,52.0,76.0,4358.0,307.0,4099.0,4617.0,4117.0,24867.0,25268.0,44.19,25964.0,2016,9,13,50.68,10
306.0,190.0,3998.0,1011.0,251.0,1753.0,5695.0,5091.0,10.0,80.0,12.0,191.0,5476.0,12.0,5648.0,22552.0,22574.0,16.35,24064.0,2016,11,5,48.8,5
374.0,445.0,3888.0,2798.0,260.0,1105.0,1109.0,5082.0,52.0,104.0,27.0,253.0,4465.0,144.0,4502.0,22147.0,21924.0,42.01,19962.0,2017,5,1,55.11,14
427.0,0.0,3738.0,3099.0,328.0,843.0,1991.0,5040.0,87.0,72.0,418.0,180.0,7352.0,419.0,7450.0,22943.0,22642.0,38.5,23575.0,2015,5,3,48.13,20
248.0,0.0,2896.0,1143.0,169.0,832.0,833.0,7057.0,13.0,79.0,1735.0,265.0,12859.0,1902.0,13032.0,23259.0,23247.0,5.01,28129.0,2017,4,17,14.65,30
436.0,0.0,4885.0,4190.0,408.0,1166.0,5748.0,5804.0,91.0,71.0,2861.0,186.0,6621.0,2742.0,6445.0,34716.0,34980.0,45.66,32467.0,2016,1,13,54.45,13
361.0,269.0,5835.0,5929.0,307.0,726.0,716.0,5394.0,47.0,95.0,425.0,279.0,2386.0,378.0,2372.0,27396.0,27233.0,52.32,22769.0,2017,6,6,54.52,27
340.0,0.0,3999.0,1525.0,247.0,1030.0,1189.0,6960.0,59.0,81.0,3984.0,242.0,8777.0,3749.0,8790.0,26959.0,27863.0,29.19,28433.0,2016,6,18,36.71,25
453.0,317.0,4350.0,5029.0,276.0,1163.0,3210.0,6547.0,86.0,67.0,4154.0,207.0,9263.0,4102.0,9352.0,31157.0,30436.0,33.21,35122.0,2015,8,14,53.46,2
280.0,0.0,3887.0,2095.0,328.0,1531.0,2256.0,5983.0,62.0,105.0,4721.0,182.0,6216.0,4516.0,6297.0,30033.0,30121.0,56.35,27646.0,2018,5,17,62.66,16
361.0,944.0,5188.0,6074.0,279.0,620.0,662.0,6944.0,57.0,96.0,555.0,312.0,3532.0,425.0,3408.0,26986.0,27032.0,41.52,25624.0,2016,9,1,47.16,9
365.0,0.0,5167.0,1752.0,279.0,1524.0,2893.0,5047.0,59.0,103.0,1291.0,287.0,6756.0,1379.0,5957.0,30583.0,30220.0,53.42,25523.0,2018,6,8,56.98,19
307.0,479.0,7902.0,4459.0,291.0,1363.0,4441.0,5059.0,56.0,84.0,430.0,274.0,9350.0,486.0,9560.0,36322.0,36093.0,66.58,34495.0,2018,12,9,70.7,19
272.0,464.0,4078.0,3305.0,220.0,859.0,2291.0,6037.0,52.0,102.0,893.0,285.0,5414.0,917.0,5122.0,26332.0,26667.0,50.54,24272.0,2017,7,21,56.92,5
363.0,0.0,6337.0,6066.0,271.0,1145.0,2069.0,5044.0,57.0,103.0,164.0,306.0,4183.0,178.0,4310.0,26404.0,26313.0,65.09,26108.0,2018,11,8,65.06,24
346.0,856.0,6651.0,6566.0,329.0,1007.0,4133.0,5051.0,55.0,96.0,4554.0,340.0,905.0,4401.0,827.0,32454.0,32742.0,55.73,30889.0,2017,5,13,61.81,30
374.0,720.0,5477.0,5813.0,230.0,1175.0,2882.0,5058.0,54.0,101.0,198.0,291.0,3869.0,411.0,4523.0,26486.0,26772.0,66.0,26242.0,2018,11,17,65.82,17
346.0,365.0,4206.0,3042.0,217.0,335.0,545.0,5910.0,53.0,92.0,3785.0,315.0,5644.0,3319.0,5795.0,24427.0,23607.0,45.04,24855.0,2017,10,16,56.06,15
345.0,585.0,5291.0,6538.0,300.0,1512.0,1798.0,7105.0,63.0,90.0,4408.0,300.0,10085.0,4438.0,10420.0,34885.0,34529.0,59.66,38420.0,2017,8,13,60.55,2
332.0,967.0,9143.0,6797.0,287.0,443.0,961.0,5703.0,55.0,94.0,33.0,297.0,4161.0,21.0,4162.0,27623.0,27758.0,68.63,29273.0,2017,4,6,58.03,12
359.0,799.0,4042.0,1885.0,207.0,662.0,705.0,5044.0,54.0,81.0,183.0,302.0,12532.0,315.0,12627.0,24303.0,25787.0,34.99,26855.0,2016,11,16,45.74,20
355.0,950.0,7961.0,5542.0,270.0,460.0,3714.0,6992.0,57.0,84.0,58.0,316.0,3763.0,59.0,3662.0,30355.0,30601.0,60.01,30522.0,2016,10,8,62.82,24
419.0,0.0,4384.0,1970.0,432.0,1058.0,4672.0,6083.0,98.0,79.0,65.0,209.0,12766.0,95.0,12971.0,30038.0,30406.0,42.94,32235.0,2016,5,18,19.43,1
369.0,512.0,3412.0,4105.0,243.0,544.0,1540.0,7003.0,54.0,84.0,4948.0,322.0,3105.0,4780.0,3157.0,27852.0,28070.0,38.69,26241.0,2016,9,12,46.19,24
400.0,224.0,5654.0,3582.0,304.0,435.0,339.0,6838.0,55.0,95.0,60.0,326.0,4345.0,140.0,3888.0,23792.0,23976.0,49.05,22657.0,2017,8,5,55.09,26
384.0,428.0,5432.0,3199.0,227.0,1112.0,3911.0,6427.0,55.0,92.0,987.0,335.0,3929.0,1039.0,4653.0,28089.0,27824.0,62.14,26518.0,2018,7,21,63.87,22
513.0,876.0,5565.0,6688.0,400.0,604.0,1973.0,6900.0,79.0,66.0,2578.0,261.0,2322.0,2598.0,2532.0,30699.0,29570.0,50.01,28825.0,2015,9,18,58.14,25
579.0,856.0,4261.0,5515.0,385.0,784.0,2780.0,5014.0,84.0,72.0,3695.0,200.0,5536.0,3512.0,5530.0,30767.0,30309.0,56.23,29761.0,2015,5,16,67.16,29
354.0,594.0,6019.0,6019.0,265.0,537.0,2211.0,7101.0,60.0,102.0,2947.0,324.0,2800.0,2931.0,2778.0,25983.0,26852.0,71.51,29333.0,2017,6,12,62.84,1
389.0,0.0,5267.0,3030.0,299.0,894.0,2276.0,6042.0,55.0,75.0,863.0,171.0,5345.0,1204.0,5318.0,25275.0,26276.0,47.28,24706.0,2015,4,9,56.74,25
398.0,691.0,4973.0,4586.0,244.0,613.0,1610.0,6985.0,58.0,105.0,254.0,309.0,2457.0,212.0,2544.0,23938.0,23993.0,69.93,23283.0,2018,9,1,75.95,23
351.0,658.0,8046.0,6148.0,344.0,364.0,407.0,5046.0,56.0,98.0,26.0,286.0,6111.0,10.0,5997.0,29306.0,29390.0,56.68,27941.0,2017,11,23,69.25,23
341.0,0.0,3797.0,4379.0,226.0,757.0,1217.0,6973.0,56.0,88.0,5294.0,307.0,1677.0,5244.0,1917.0,27381.0,27040.0,65.21,25112.0,2018,8,15,72.54,26
338.0,0.0,3165.0,2091.0,219.0,1816.0,4625.0,5062.0,54.0,100.0,16.0,292.0,2355.0,171.0,2651.0,22592.0,22730.0,46.0,20133.0,2018,4,3,52.09,25
357.0,558.0,5662.0,3006.0,325.0,528.0,505.0,6865.0,14.0,93.0,202.0,302.0,7339.0,185.0,7491.0,25101.0,25155.0,39.42,25756.0,2017,8,3,45.55,8
538.0,939.0,4563.0,7237.0,379.0,543.0,603.0,6915.0,86.0,68.0,308.0,226.0,1547.0,231.0,1500.0,22647.0,22690.0,57.5,23952.0,2015,9,2,65.81,9
181.0,0.0,3074.0,914.0,202.0,1824.0,4935.0,7096.0,53.0,61.0,29.0,251.0,3528.0,75.0,3611.0,20837.0,20911.0,14.9,22148.0,2016,4,7,22.63,17
357.0,0.0,4376.0,1446.0,286.0,1508.0,2070.0,5047.0,51.0,104.0,209.0,296.0,7646.0,334.0,6922.0,25648.0,25499.0,49.57,23396.0,2018,6,6,49.46,19
352.0,544.0,5633.0,4868.0,264.0,822.0,857.0,6033.0,53.0,102.0,905.0,314.0,1321.0,1064.0,1458.0,25016.0,25191.0,47.62,22068.0,2017,10,8,65.36,6
361.0,531.0,3825.0,4356.0,217.0,396.0,571.0,6996.0,49.0,81.0,4748.0,317.0,1333.0,4875.0,1342.0,24973.0,25254.0,44.78,23781.0,2016,2,14,36.34,10
335.0,541.0,10734.0,5281.0,319.0,1276.0,1851.0,5737.0,57.0,98.0,993.0,314.0,5445.0,990.0,5476.0,32419.0,32215.0,67.7,32981.0,2018,7,16,72.06,11
365.0,0.0,3690.0,1077.0,340.0,1862.0,5974.0,7095.0,54.0,71.0,130.0,146.0,10744.0,258.0,10673.0,32149.0,32518.0,23.25,31548.0,2016,5,8,42.52,4
374.0,724.0,3765.0,4019.0,235.0,645.0,2141.0,7001.0,58.0,99.0,5027.0,304.0,1081.0,5111.0,1182.0,26458.0,26613.0,73.03,25473.0,2018,9,13,77.67,30
334.0,660.0,6817.0,3059.0,271.0,447.0,773.0,5966.0,49.0,89.0,4658.0,233.0,2924.0,4462.0,2902.0,26419.0,26399.0,44.72,26280.0,2017,9,16,51.83,23
379.0,446.0,8113.0,5538.0,303.0,959.0,3418.0,6975.0,55.0,98.0,1436.0,329.0,5154.0,1780.0,6320.0,33912.0,34656.0,65.01,33203.0,2018,1,20,78.13,8
336.0,764.0,7690.0,4816.0,331.0,582.0,1682.0,7004.0,57.0,100.0,5.0,311.0,6803.0,58.0,5612.0,30593.0,30847.0,72.82,30481.0,2018,11,21,68.26,10
345.0,0.0,4176.0,2861.0,201.0,689.0,657.0,6988.0,57.0,96.0,202.0,310.0,3115.0,213.0,3439.0,21651.0,21820.0,59.0,19697.0,2018,8,4,67.74,26
248.0,412.0,3835.0,2105.0,286.0,1170.0,1121.0,7088.0,57.0,94.0,467.0,270.0,4475.0,417.0,4405.0,23241.0,23387.0,44.99,21628.0,2017,4,2,55.45,4
551.0,888.0,4014.0,7296.0,312.0,576.0,673.0,6669.0,85.0,73.0,4116.0,268.0,4763.0,4679.0,4544.0,28992.0,29040.0,53.74,30284.0,2015,8,14,72.23,22
383.0,916.0,7063.0,6011.0,284.0,884.0,4330.0,6922.0,65.0,86.0,5115.0,293.0,1533.0,5096.0,1435.0,36157.0,36379.0,48.5,33885.0,2016,3,14,38.81,8
373.0,707.0,5482.0,4979.0,283.0,700.0,2430.0,6980.0,58.0,91.0,20.0,323.0,2199.0,158.0,2252.0,26603.0,26799.0,66.9,24625.0,2018,8,6,68.03,29
384.0,880.0,8993.0,6589.0,294.0,894.0,1244.0,5037.0,59.0,93.0,15.0,239.0,3918.0,0.0,3901.0,32075.0,31661.0,59.0,28639.0,2016,11,22,71.4,22
500.0,591.0,4728.0,6415.0,295.0,582.0,2451.0,6730.0,85.0,71.0,235.0,183.0,6874.0,278.0,6948.0,28461.0,29018.0,59.69,29740.0,2015,8,22,73.5,29
338.0,252.0,5593.0,5209.0,330.0,1055.0,1854.0,6976.0,61.0,93.0,71.0,227.0,5563.0,236.0,5405.0,29070.0,29299.0,39.69,27622.0,2016,6,23,50.74,28
366.0,199.0,4383.0,3772.0,247.0,868.0,3532.0,7077.0,49.0,87.0,26.0,299.0,11358.0,1.0,11346.0,31759.0,32067.0,64.09,32263.0,2017,10,21,75.49,12
390.0,762.0,5021.0,5091.0,267.0,695.0,762.0,6965.0,11.0,99.0,85.0,318.0,3491.0,106.0,3682.0,25033.0,25049.0,68.21,23957.0,2018,5,5,58.46,9
391.0,0.0,2845.0,1202.0,351.0,1164.0,2639.0,5079.0,90.0,70.0,9.0,141.0,14602.0,7.0,14536.0,23474.0,23912.0,19.1,28583.0,2016,12,3,67.7,2
382.0,916.0,8464.0,5043.0,334.0,545.0,607.0,5903.0,10.0,91.0,194.0,286.0,5746.0,243.0,5718.0,30308.0,30356.0,48.77,28521.0,2017,7,7,48.04,19
326.0,0.0,8524.0,6676.0,313.0,775.0,1167.0,6018.0,48.0,96.0,417.0,311.0,1866.0,472.0,1910.0,29276.0,29774.0,53.52,26537.0,2017,6,7,55.19,15
331.0,600.0,5826.0,5459.0,243.0,508.0,2232.0,7101.0,60.0,99.0,577.0,307.0,3778.0,574.0,3923.0,28105.0,27940.0,67.2,27121.0,2017,7,9,49.8,1
360.0,0.0,5988.0,4348.0,198.0,1148.0,2034.0,6047.0,58.0,93.0,111.0,283.0,5455.0,260.0,4717.0,28092.0,28437.0,66.58,26123.0,2018,8,18,57.54,12
360.0,618.0,5317.0,3605.0,344.0,1593.0,5555.0,6078.0,55.0,110.0,112.0,292.0,11364.0,28.0,10095.0,37057.0,37131.0,62.48,35403.0,2018,5,20,47.0,3
467.0,965.0,5223.0,7125.0,328.0,1161.0,4399.0,7100.0,48.0,68.0,1090.0,237.0,7525.0,940.0,7800.0,37260.0,36969.0,68.85,35736.0,2015,1,9,77.38,26
360.0,630.0,10748.0,4823.0,344.0,709.0,2568.0,5925.0,28.0,85.0,4583.0,286.0,998.0,4466.0,978.0,35443.0,35731.0,54.95,32087.0,2017,7,11,61.44,27
449.0,0.0,2870.0,1054.0,230.0,1112.0,2380.0,7107.0,82.0,61.0,62.0,186.0,11506.0,35.0,11369.0,22252.0,22510.0,5.0,27099.0,2015,2,4,17.71,23
478.0,329.0,6362.0,6060.0,319.0,1488.0,7597.0,7076.0,83.0,60.0,4526.0,153.0,707.0,5205.0,661.0,34313.0,34580.0,60.13,35238.0,2015,3,11,76.69,16
366.0,820.0,5534.0,5948.0,291.0,941.0,1326.0,5052.0,54.0,101.0,362.0,339.0,2473.0,348.0,2480.0,25016.0,24865.0,54.12,23607.0,2017,5,6,54.59,31
489.0,963.0,9911.0,7683.0,402.0,706.0,2829.0,5897.0,84.0,66.0,5126.0,237.0,3723.0,5148.0,3785.0,37342.0,37089.0,66.6,38116.0,2015,9,15,73.46,7
384.0,478.0,6426.0,5144.0,317.0,852.0,2617.0,6956.0,68.0,106.0,2098.0,302.0,5896.0,2049.0,5630.0,31980.0,32533.0,68.47,31644.0,2018,8,19,70.0,24
234.0,0.0,3687.0,886.0,302.0,1723.0,4347.0,7098.0,53.0,69.0,279.0,232.0,7127.0,242.0,7167.0,23292.0,23207.0,18.95,26037.0,2016,6,3,51.49,4
208.0,0.0,2652.0,1111.0,219.0,1654.0,5348.0,7090.0,51.0,73.0,101.0,237.0,8920.0,74.0,9179.0,23542.0,23667.0,6.5,27664.0,2016,4,2,15.18,19
361.0,379.0,4504.0,3995.0,240.0,358.0,560.0,5915.0,56.0,90.0,2567.0,320.0,5215.0,3126.0,5180.0,25289.0,24636.0,57.07,24560.0,2017,10,11,63.66,15
469.0,0.0,4135.0,2517.0,267.0,1344.0,1917.0,6786.0,84.0,67.0,91.0,147.0,3756.0,160.0,3786.0,21506.0,21417.0,32.0,21580.0,2015,3,7,42.94,15
315.0,0.0,3926.0,774.0,220.0,1538.0,3447.0,5089.0,11.0,59.0,467.0,199.0,3694.0,506.0,3690.0,20540.0,20789.0,18.69,19739.0,2016,5,3,30.57,23
355.0,736.0,7613.0,5910.0,323.0,702.0,3424.0,6988.0,64.0,110.0,4165.0,304.0,1084.0,4055.0,1389.0,34393.0,34196.0,74.3,31778.0,2018,9,11,81.02,20
277.0,98.0,5007.0,2584.0,265.0,1002.0,920.0,6688.0,58.0,94.0,511.0,277.0,4229.0,498.0,4362.0,20798.0,21073.0,37.35,22010.0,2017,10,3,55.41,4
298.0,562.0,5793.0,4239.0,297.0,371.0,633.0,5904.0,55.0,93.0,40.0,270.0,5456.0,11.0,5487.0,24859.0,25065.0,48.65,24011.0,2017,10,6,51.56,20
573.0,0.0,4334.0,5074.0,308.0,630.0,806.0,5040.0,51.0,71.0,65.0,274.0,4409.0,54.0,4444.0,22872.0,22448.0,44.0,21635.0,2015,7,7,53.7,11
403.0,969.0,5932.0,5809.0,382.0,1434.0,3784.0,4013.0,49.0,75.0,4382.0,140.0,1408.0,4241.0,1407.0,29708.0,29815.0,62.01,28780.0,2015,6,17,69.77,5
512.0,593.0,4755.0,6189.0,295.0,672.0,1601.0,6759.0,83.0,68.0,687.0,232.0,4008.0,530.0,4054.0,25321.0,25070.0,52.54,26454.0,2015,2,0,65.14,8
373.0,892.0,4747.0,5447.0,242.0,567.0,710.0,5055.0,58.0,93.0,27.0,298.0,3839.0,27.0,3857.0,24436.0,24229.0,52.2,22348.0,2016,11,7,54.6,19
331.0,883.0,6140.0,4946.0,324.0,367.0,411.0,5967.0,57.0,99.0,148.0,284.0,2791.0,9.0,2787.0,23618.0,23510.0,52.5,22748.0,2017,9,3,56.76,28
364.0,0.0,3258.0,1093.0,292.0,1054.0,3200.0,6082.0,88.0,67.0,17.0,206.0,14840.0,2.0,15024.0,27349.0,27608.0,22.28,30561.0,2016,9,23,52.82,1
349.0,630.0,6813.0,2677.0,214.0,1260.0,1967.0,5222.0,56.0,96.0,1668.0,287.0,1408.0,1570.0,1486.0,25739.0,25724.0,64.51,22647.0,2018,12,16,69.49,23
359.0,590.0,4126.0,3821.0,239.0,715.0,628.0,7098.0,55.0,88.0,10.0,340.0,4816.0,25.0,4880.0,23707.0,23559.0,46.1,22885.0,2017,12,1,57.14,24
541.0,882.0,5550.0,7382.0,312.0,570.0,1688.0,6894.0,82.0,70.0,4767.0,252.0,1850.0,4578.0,1861.0,31014.0,30930.0,59.0,30840.0,2015,10,15,67.1,9
364.0,583.0,4725.0,5432.0,320.0,1013.0,1480.0,5057.0,52.0,103.0,5081.0,284.0,5794.0,5029.0,5828.0,31037.0,31491.0,46.84,30288.0,2017,5,16,53.27,23
479.0,329.0,7467.0,5995.0,323.0,1498.0,7271.0,7100.0,83.0,70.0,516.0,137.0,3115.0,436.0,3111.0,34689.0,34781.0,60.1,34383.0,2015,3,21,82.74,16
353.0,987.0,13897.0,6881.0,363.0,571.0,624.0,6045.0,58.0,99.0,38.0,300.0,4991.0,25.0,5006.0,35482.0,35619.0,74.69,35207.0,2017,4,22,61.43,12
182.0,0.0,4527.0,1045.0,315.0,1752.0,7459.0,7091.0,54.0,72.0,1098.0,234.0,7661.0,1290.0,8139.0,31005.0,30822.0,23.89,31490.0,2016,8,20,46.25,4
363.0,706.0,5645.0,5867.0,336.0,674.0,2514.0,6981.0,59.0,113.0,290.0,316.0,3117.0,164.0,3286.0,28865.0,28686.0,74.01,26981.0,2018,9,23,78.09,20
493.0,878.0,8135.0,7383.0,320.0,760.0,2404.0,6089.0,88.0,72.0,117.0,234.0,2454.0,538.0,2413.0,29519.0,30150.0,66.98,29427.0,2015,5,18,60.06,12
572.0,0.0,4754.0,4420.0,252.0,655.0,1554.0,5046.0,82.0,62.0,84.0,269.0,10111.0,160.0,10146.0,25326.0,26617.0,47.92,27861.0,2015,2,8,77.06,11
325.0,876.0,4254.0,5150.0,273.0,520.0,445.0,7101.0,55.0,87.0,36.0,279.0,3923.0,0.0,4006.0,23706.0,24118.0,49.97,23324.0,2016,12,0,61.11,27
492.0,454.0,4415.0,7108.0,368.0,816.0,1356.0,5704.0,83.0,70.0,2160.0,265.0,6637.0,1900.0,6931.0,31129.0,30149.0,58.67,29928.0,2015,6,20,67.12,23
346.0,0.0,3847.0,1991.0,334.0,1099.0,2093.0,7085.0,55.0,96.0,110.0,284.0,12853.0,223.0,12976.0,31493.0,31213.0,54.25,30193.0,2017,12,17,60.02,28
325.0,904.0,7260.0,6394.0,320.0,923.0,3385.0,6949.0,53.0,76.0,520.0,322.0,5711.0,1199.0,5815.0,34278.0,34035.0,43.6,33142.0,2016,7,20,51.36,19
320.0,630.0,10856.0,5170.0,316.0,489.0,630.0,5896.0,60.0,109.0,2656.0,293.0,4768.0,2609.0,4568.0,32089.0,31685.0,61.04,32193.0,2017,10,13,70.18,19
395.0,0.0,4283.0,3324.0,277.0,908.0,1335.0,6965.0,59.0,95.0,4603.0,325.0,2119.0,4604.0,2370.0,26151.0,26977.0,62.0,24688.0,2018,8,11,64.17,15
227.0,0.0,4817.0,1809.0,304.0,1590.0,1997.0,5878.0,57.0,106.0,542.0,186.0,7832.0,502.0,7190.0,26768.0,26959.0,51.84,25345.0,2018,5,23,62.84,14
381.0,588.0,4852.0,5326.0,305.0,1170.0,1277.0,7108.0,60.0,99.0,28.0,272.0,1590.0,11.0,1574.0,24051.0,24164.0,53.8,23056.0,2017,2,2,65.2,18
